id,similarity
2,0.005892412757217788
3,0.012126237728139559
4,0.008402711770351174
5,0.012747635213383823
6,-0.0011633937481173855
7,0.008990572332305595
8,-0.0019423250465870493
9,2.3676979042865917E-4
10,0.017607355573696915
11,0.013607788374605875
12,-0.003198919003369698
13,0.002522823883857454
14,-0.009120693545241415
15,-7.209562193533724E-5
16,-0.002387550936289838
17,-0.003177161264968283
18,-0.00972105935296045
19,0.0014608195003099414
20,-0.007740625681161654
21,-0.001345854068528327
22,0.0036483072168909123
23,3.099622527992622E-4
24,0.009581400611378531
25,-0.004827807399305257
26,-0.003668894957350027
27,-0.002737770844379853
28,0.006856684615131118
29,0.0072684384819258555
30,0.0014867883490571735
31,0.01817321162362297
32,0.0014885578866728059
33,-0.0019123572388266123
34,-0.003616016496074189
35,0.005447830666055508
36,-4.8560133680253524E-4
37,0.001209216550352817
38,-0.002682774600593882
39,0.0192723390293391
40,-0.003068921035948356
41,0.005440666600963586
42,0.02219090744250247
43,-0.012216406273378395
44,0.0022648489282517253
45,-0.002333870845542207
46,0.0031113472986108435
47,0.0343800278387786
48,-0.010645916870343733
49,0.0017449068239699648
50,-0.0010908453700173315
51,0.0035541085268383935
52,0.0025281335172618966
53,-0.004054101586278146
54,0.002024223275312715
55,0.017093298307976238
56,0.005416657766609314
57,-0.019765017245682758
58,0.005325076802195047
59,0.004560409862992124
60,0.004939815164523534
61,0.01710625529088638
62,0.004666376318634184
63,9.731668514367001E-4
64,0.004909767334027164
65,0.0023751938521895653
66,-2.624149640980014E-4
67,0.004523977829686913
68,-0.0033767494602812637
69,0.0076864870358309065
70,0.005827703632805325
71,-0.022586970015909164
72,8.251498388738128E-4
73,-0.004998505094058003
74,-0.001116223583902702
75,-0.00501043492293494
76,0.011868744475903819
77,0.014422794177581535
78,0.006277564350800648
79,0.01810209847383127
80,0.008509324987004211
81,-0.00298975123880109
82,-0.0014744605803269828
83,0.05001021173693827
84,0.0026917213825349458
85,-0.019614095973921768
86,0.014062711078412714
87,-0.01053210518508892
88,0.009745171141271469
89,0.004963090516734459
90,0.009904624295696792
91,0.01669723762214939
92,-0.00558388811319723
93,-0.0048540861960771784
94,0.008863148273540962
95,-0.006477055124661339
96,0.016801967771407154
97,-0.004995059497273751
98,0.01509796787044089
99,3.2454883530555056E-4
100,0.004684165270925736
101,-0.004686718263456744
102,-0.013716413270646398
103,0.0069287470662137375
104,0.0011202058893321118
105,0.002826695728615981
106,-0.001731194066738821
107,-0.010171022253563623
108,-1.746732544406118E-4
109,0.004636412374296152
110,-0.004901262976912873
111,0.002035560867153655
112,0.012249190890821176
113,0.0
114,0.001304989564022062
115,0.008045313711588679
116,0.023726692487876462
117,0.0013678896142511618
118,-0.015006234546135458
119,0.006808817749975478
120,-9.529545791057584E-4
121,0.00591222961215658
122,0.001239246235808854
123,0.0
124,-0.0031275206875318244
125,-0.003185226403978561
126,0.013947566480473782
