id,similarity
2,0.08787677457266871
3,0.00482966537759748
4,0.1508474933723759
5,0.05571464248349446
6,0.09754719078913221
7,0.12913425312202698
8,0.033671011610098785
9,0.133785084684341
10,0.0852336502100531
11,0.08346315442963226
12,0.05015042968921362
13,0.015066752536147712
14,0.09184927025919191
15,0.04272081890411748
16,0.060951619127464794
17,0.041556184926461154
18,0.13956781725406514
19,0.06582422021154805
20,0.07497601053682361
21,0.11995174896405907
22,0.11117781094190425
23,0.07596074767279286
24,0.0019677434687743797
25,0.006173428027329466
26,0.028571501649382016
27,-0.007186852618983534
28,0.025699070787965093
29,0.020590419848847547
30,0.12567507488958546
31,0.06537038514456739
32,0.01975407887356616
33,0.14037656786312108
34,-0.001789290160206725
35,0.03889072163172049
36,-0.010931936951676649
37,0.0654307965413087
38,0.06663721060427785
39,-0.010459381948936025
40,-0.003338468390180822
41,0.0050240216156632175
42,0.03421950568189044
43,0.15147877821356226
44,0.008239651642299985
45,0.07404197179928472
46,0.04930600731988468
47,0.13440163725883308
48,-0.016248063989300433
49,0.02977618378585939
50,0.0
51,0.010538963102600619
52,0.0
53,0.06663862028624798
54,-0.0043639392846878625
55,-0.0022293759469136434
56,-0.010996210385764094
57,0.03841939563710836
58,-0.01609339365897294
59,0.12345788904479854
60,0.016807225983113246
61,0.12270276971480126
62,0.026467087289361504
63,0.03918661521602887
64,0.05435793488485534
65,0.0666376437199413
66,-0.006052125351658246
67,0.0168894266849391
68,0.007630874756953769
69,0.05447316030014136
70,0.0213636804252307
71,-0.013347851111671357
72,0.044890225806958825
73,0.06890942509848226
74,0.04329185958170468
75,0.029607809899222945
76,0.005935549330568761
77,0.020474585605825327
78,0.04217828948377019
79,0.011255598116640798
80,0.026628863605878163
81,0.016392461194541165
82,0.0023546429047908365
83,-0.00991801436450914
84,0.00887207178395336
85,0.01606407136549457
86,0.06706331755494598
87,0.033819168641709245
88,0.07878603562015704
89,0.002881799112997074
90,0.01360635852531901
91,0.08437101802775318
92,-3.82155174596684E-4
93,0.17442794370590387
94,0.011921587079813724
95,-0.010018177885633852
96,0.0
97,-0.035323710775123675
98,0.011966235102537089
99,-0.017855900607542486
100,0.04182765414813642
101,0.041585308644514006
102,0.07671507394712886
103,0.04182864508268422
104,0.001372480180153867
105,0.045849235730263574
106,0.004170780489832792
107,-0.021976201149145298
108,0.1412285975034033
109,0.027815892664639543
110,0.05782190804184069
111,0.01754571573864298
112,-0.002233143667655643
113,0.0
114,-0.006209502257976729
115,0.0075722138240447105
116,-0.014617210501558404
117,0.0
118,-0.005021123926662796
119,-0.01602496152359865
120,0.06803540818339777
121,0.022394451977034838
122,0.03095506631500157
123,-0.00992027851358165
124,0.06451695451276539
125,0.0
126,-0.004848368085116439
127,-0.006256884640341419
128,0.0
129,-0.04833371265872583
130,0.04960050731272102
131,0.0
132,0.0
133,0.046525415013524696
134,-0.009282537639475862
135,-0.0019145563502609554
136,0.0
137,0.025893203381549164
138,0.018609115148368154
139,0.10702318696197308
140,0.034155687646880435
141,0.0
142,0.048647452902683415
143,0.0662694428718762
144,0.040124297478708
145,0.017283399341934264
146,-0.008235081732754735
147,-8.083705020743946E-4
148,0.14158030170893246
149,0.08659357195612817
150,0.018286673077748308
151,0.17198330545346827
152,0.01910240997576817
153,0.005434448003179281
154,0.038851546774729365
155,0.025266834417165058
156,0.21658817755107357
157,0.027095939427553783
158,0.16127423094605772
159,0.0917754570642307
160,0.015598796158858104
161,0.08817429110820017
162,-0.012905769938033216
163,0.12602125723759355
164,0.02591108991714636
165,-0.016077826814742666
166,0.13744276574973727
167,0.06803323759693587
168,0.08275278674978466
169,0.01903778833975947
170,0.08214354580393993
171,0.177863247385178
172,0.052421769732026995
173,0.012912951022954491
174,-4.654770593850918E-4
175,0.039458028192094256
176,0.005647799226263543
177,0.03270012183274519
178,0.017273911061970477
179,0.10768248860431273
180,0.050254920849987054
181,0.07689783096666623
182,0.0024558592901009484
183,0.1998832606613793
184,0.11731232611525705
185,0.032707504883147824
186,0.04816882394637036
187,-0.017021784398427123
188,0.019763112907596986
189,0.05231660886101874
190,0.04245073151160695
191,0.023277914153111604
192,0.03389659504469037
193,0.06245335419353531
194,0.1093899934758091
195,0.0
196,0.03468103099009245
197,0.026164470140500464
198,-0.017575836748504964
199,0.0613240787258844
200,-0.028896800288482034
201,0.0970046290761575
202,0.11044034029309951
203,0.04691318728597941
204,-0.009906494547093159
205,0.09209158008515674
206,0.16754869793991573
207,0.002842816027013682
208,0.0020941902160050616
209,0.026129789552779264
210,0.02163282628257725
211,0.0020544380875141964
212,0.0018799017323790075
213,0.016723668702049534
214,0.0767900923232814
215,0.018649941068154832
216,0.029301797915297273
217,0.01807314086913488
218,-0.0021834364210872132
219,0.024499739754646938
220,0.03675767526809443
221,0.05041782878879468
222,0.0908418749840031
223,-0.021976201149145298
224,0.081323423462028
225,-0.011751994503204771
226,-0.038065114160308486
227,-0.004156996574780852
228,0.0824271185767958
229,0.03886037442094331
230,0.0064588534362776725
231,0.052386205437957516
232,0.03103368148323386
233,0.08969801030153825
234,0.04093004957840662
235,0.020644173041312414
236,0.08094092168233757
237,0.005286851918423766
238,0.01742060095078901
239,-0.012479766671802953
240,0.03188576741995025
241,0.03751897725524281
242,0.0035047687908200433
243,0.01489398903284141
244,0.01832967340426547
245,0.07870003354318046
246,0.04229858459849432
247,0.042296293268978415
248,0.01424708315376542
249,0.07087761614379388
250,0.12275939452612962
251,0.028268740464276017
252,0.054446958181924986
253,0.15655244951851027
254,0.04318334642202226
255,0.10271053260493038
256,-2.712645188348043E-4
257,0.06604371405699783
258,0.0546561809187205
259,0.022654061018705523
260,0.02005536068575077
261,-0.007626382884047525
262,0.019867994664018104
263,0.11575708201325184
264,0.10562336059583148
265,-0.00773435677139104
266,0.006237687728124099
267,0.004723666053331305
268,-0.011429172736440948
269,0.009309686528364806
270,0.07081352218405838
271,0.04180746675352983
272,0.08339260486827553
273,0.11580203216245934
274,0.11611558821587467
275,-0.007545169635128584
276,-0.011097703521553903
277,0.061654533959614496
278,0.013242212044107096
279,0.05347895819746272
280,-0.007061321512565119
281,-0.018565075278951716
282,0.02429707707293255
283,0.00654707477252479
284,-0.014083992696884784
285,-0.00821306941421298
286,0.049398610899213914
287,0.01854280331334952
288,0.012534714477171487
289,0.14060878674595317
290,0.0442050740256334
291,-0.02397435286393566
292,0.015249036909868103
293,-0.030346155803435484
294,0.009464534631883344
295,0.01228945723129553
296,-0.018658615847546457
297,0.027248759013351227
298,-0.004202567488587707
299,0.00987207492808225
300,0.058744258142024774
301,0.0031044334391443136
302,0.0353740342987065
303,-5.064925163763638E-5
304,0.022954033115153937
305,-0.013795464094921148
306,-0.0026856199412207847
307,-0.01397388530038495
308,0.005084255256031687
309,0.017644661071383454
310,0.05320531953867588
311,-0.00935377541482592
312,0.1278302367246818
313,0.1596909582745896
314,0.2156029671268002
315,0.07547459602527352
316,0.02735507890344669
317,-0.030228431894201848
318,-0.005682803680999619
319,0.024621353901790814
320,-0.012378390196615288
321,0.061188264920942446
322,-0.0032004725656600234
323,0.0665176124107908
324,0.031872389405220185
325,0.13710563165975553
326,0.01009487806098016
327,0.0017942290261919664
328,-0.004107623321227289
329,0.0037285069400886535
330,0.015610649654981193
331,-7.550185698333739E-4
332,-0.008548241890581617
333,0.06503499838350167
334,0.09499155608986078
335,0.10688866789088072
336,0.025933591795698704
337,0.007831182415517094
338,0.003482360278532036
339,0.07334912293129443
340,0.08264312267696187
341,0.030462352976526913
342,0.04705817431279042
343,-0.0016523198668068311
344,0.053437268262068
345,0.11923662439453056
346,0.12065780938263801
347,0.04475726414494747
348,0.006635396116967389
349,0.08587301010916555
350,0.007032912776374281
351,0.1687862803417894
352,0.1296250390903846
353,0.05281678469370271
354,-0.009270102501388544
355,0.024851819606091237
356,0.04881360629171963
